-----------------------------------------------------------------------------------------------------

OPTICAL/UV/NIR DATA
      Time        Exposure(s)  Mag        Magerr        Filter   Telescope
    -88.8960037      0.0166000      0.1089000      0.0097000      0.1034000     -0.0356000      0.1055000      0.1166000      0.0921000      0.1073000      0.2053000     BAT
    -88.8320007      0.0360000      0.1138000      0.0430000      0.1078000      0.0497000      0.1099000     -0.2589000      0.0915000     -0.1302000      0.2122000     BAT
    -88.7679977      0.1925000      0.1005000      0.0838000      0.1083000      0.0155000      0.0959000      0.0485000      0.0916000      0.3404000      0.1985000     BAT
    -88.7040024     -0.1315000      0.1121000      0.0413000      0.1059000      0.0108000      0.0959000      0.1288000      0.0981000      0.0493000      0.2064000     BAT
    -88.6399994      0.2142000      0.1133000      0.1853000      0.1077000      0.0087000      0.1000000     -0.0796000      0.0864000      0.3285000      0.2047000     BAT
    -88.5759964     -0.0585000      0.1070000      0.0753000      0.1118000      0.0065000      0.0989000     -0.0573000      0.0987000     -0.0339000      0.2085000     BAT
    -88.5120010      0.1342000      0.1129000     -0.0527000      0.1051000     -0.1296000      0.1061000     -0.0183000      0.0878000     -0.0665000      0.2067000     BAT
    -88.4479980      0.0755000      0.1035000      0.1151000      0.1112000      0.0237000      0.0900000     -0.0260000      0.0966000      0.1884000      0.2013000     BAT
    -88.3840027      0.0437000      0.1014000     -0.0630000      0.0999000      0.0571000      0.0977000      0.1429000      0.0920000      0.1806000      0.1957000     BAT
    -88.3199997      0.2091000      0.1129000     -0.2294000      0.1132000      0.1491000      0.1013000      0.1310000      0.0899000      0.2597000      0.2096000     BAT
    -88.2559967      0.1100000      0.1021000     -0.1513000      0.1084000     -0.0994000      0.0995000     -0.0708000      0.0947000     -0.2115000      0.2026000     BAT
    -88.1920013     -0.1211000      0.1038000     -0.0295000      0.1166000     -0.0832000      0.0894000      0.1469000      0.1047000     -0.0869000      0.2082000     BAT
    -88.1279984     -0.0510000      0.1084000      0.0380000      0.1074000     -0.1004000      0.1103000     -0.0051000      0.0999000     -0.1185000      0.2132000     BAT
    -88.0640030      0.1558000      0.1016000      0.1007000      0.1091000     -0.0222000      0.1087000      0.0190000      0.0982000      0.2533000      0.2090000     BAT
    -88.0000000      0.2058000      0.1070000      0.0032000      0.1122000      0.0267000      0.0978000     -0.0801000      0.0900000      0.1556000      0.2042000     BAT
    -87.9359970      0.0321000      0.1100000     -0.1641000      0.1179000     -0.0056000      0.0926000     -0.0452000      0.0831000     -0.1827000      0.2037000     BAT
    -87.8720016      0.1302000      0.1159000      0.0425000      0.0993000     -0.1198000      0.0976000      0.0098000      0.0924000      0.0627000      0.2034000     BAT
    -87.8079987     -0.1421000      0.1157000      0.0862000      0.1167000     -0.0005000      0.1015000      0.0980000      0.0962000      0.0415000      0.2158000     BAT
    -87.7440033      0.1376000      0.1074000      0.0352000      0.1042000     -0.0881000      0.0983000      0.1065000      0.0842000      0.1912000      0.1979000     BAT
    -87.6800003     -0.0660000      0.1179000     -0.0735000      0.1076000     -0.0519000      0.0991000     -0.0135000      0.0925000     -0.2048000      0.2094000     BAT
    -87.6159973      0.0139000      0.1007000      0.1550000      0.1092000      0.0209000      0.0852000      0.0522000      0.0804000      0.2420000      0.1892000     BAT
    -87.5520020     -0.0695000      0.0954000      0.0768000      0.1117000     -0.1089000      0.1079000     -0.2105000      0.1041000     -0.3121000      0.2099000     BAT
    -87.4879990      0.0859000      0.1029000     -0.1316000      0.1026000      0.0845000      0.1020000      0.0214000      0.0883000      0.0603000      0.1983000     BAT
    -87.4240036     -0.3097000      0.1177000      0.1384000      0.1160000      0.1421000      0.0979000      0.0125000      0.0911000     -0.0167000      0.2126000     BAT
    -87.3600006     -0.0026000      0.1084000     -0.0208000      0.1076000     -0.1276000      0.1014000      0.0816000      0.0806000     -0.0694000      0.2002000     BAT
    -87.2959976     -0.0799000      0.1039000     -0.2058000      0.1198000     -0.1113000      0.1037000     -0.0347000      0.0905000     -0.4317000      0.2100000     BAT
    -87.2320023     -0.0017000      0.1059000      0.0728000      0.1126000     -0.1311000      0.1075000      0.0405000      0.0907000     -0.0194000      0.2090000     BAT
    -87.1679993     -0.1658000      0.1096000     -0.0459000      0.1060000     -0.0009000      0.0965000     -0.0324000      0.0972000     -0.2451000      0.2049000     BAT
    -87.1039963      0.0322000      0.1103000     -0.0680000      0.1050000     -0.0932000      0.0986000      0.0947000      0.0817000     -0.0343000      0.1989000     BAT
    -87.0400009      0.0397000      0.1052000     -0.0980000      0.1097000     -0.0726000      0.1104000      0.0804000      0.0970000     -0.0504000      0.2114000     BAT
    -86.9759979     -0.1188000      0.1107000      0.1336000      0.1015000     -0.1829000      0.1035000      0.1108000      0.1016000     -0.0573000      0.2088000     BAT
    -86.9120026      0.0509000      0.0984000     -0.0196000      0.1119000     -0.0306000      0.1009000      0.1361000      0.0867000      0.1368000      0.1998000     BAT
    -86.8479996     -0.1099000      0.1058000      0.1199000      0.1180000     -0.0352000      0.1013000     -0.0035000      0.0853000     -0.0287000      0.2066000     BAT
    -86.7839966      0.0466000      0.0958000      0.0356000      0.1163000      0.1236000      0.0955000      0.1001000      0.0960000      0.3059000      0.2025000     BAT
    -86.7200012      0.0137000      0.1062000     -0.0470000      0.1111000     -0.2571000      0.0991000     -0.0802000      0.0961000     -0.3706000      0.2065000     BAT
    -86.6559982      0.1363000      0.1054000      0.0806000      0.1111000     -0.0508000      0.1016000      0.0471000      0.0921000      0.2131000      0.2056000     BAT
    -86.5920029     -0.0250000      0.1010000     -0.0276000      0.1038000      0.0652000      0.0961000     -0.1076000      0.0882000     -0.0949000      0.1949000     BAT
    -86.5279999     -0.1457000      0.1017000     -0.1753000      0.1164000      0.0567000      0.1072000     -0.0016000      0.0842000     -0.2658000      0.2062000     BAT
    -86.4639969     -0.0203000      0.0998000      0.3097000      0.1150000      0.1617000      0.0973000      0.0840000      0.0975000      0.5350000      0.2054000     BAT
    -86.4000015      0.0240000      0.1181000      0.1519000      0.1121000      0.0063000      0.0981000     -0.0985000      0.0909000      0.0837000      0.2107000     BAT
    -86.3359985     -0.0502000      0.1171000     -0.2031000      0.1090000      0.1394000      0.0946000      0.0032000      0.0970000     -0.1107000      0.2096000     BAT
    -86.2720032     -0.0708000      0.0963000      0.0449000      0.1172000     -0.0167000      0.0978000      0.0402000      0.0938000     -0.0023000      0.2034000     BAT
    -86.2080002     -0.0910000      0.1059000      0.0567000      0.1196000      0.1012000      0.0970000      0.0290000      0.0881000      0.0959000      0.2066000     BAT
    -86.1439972      0.0619000      0.1048000      0.0185000      0.1035000      0.1742000      0.0984000      0.0224000      0.0952000      0.2770000      0.2010000     BAT
    -86.0800018     -0.0368000      0.1079000      0.0455000      0.1193000     -0.0385000      0.0958000      0.0692000      0.0955000      0.0394000      0.2102000     BAT
    -86.0159988      0.1000000      0.1156000     -0.1184000      0.1038000     -0.1072000      0.1084000     -0.0792000      0.0923000     -0.2047000      0.2107000     BAT
    -85.9520035      0.0333000      0.1006000      0.0796000      0.1097000     -0.1463000      0.0976000      0.1778000      0.0927000      0.1444000      0.2007000     BAT
    -85.8880005      0.0101000      0.1132000     -0.0092000      0.1043000     -0.0397000      0.1011000      0.0920000      0.0967000      0.0533000      0.2080000     BAT
    -85.8239975     -0.1929000      0.1054000     -0.2383000      0.1105000      0.0776000      0.0992000      0.0434000      0.0937000     -0.3101000      0.2048000     BAT
    -85.7600021     -0.0764000      0.1027000      0.0771000      0.1078000      0.2661000      0.1007000     -0.0198000      0.0877000      0.2470000      0.2000000     BAT
    -85.6959991      0.1115000      0.1167000     -0.0867000      0.1101000     -0.0224000      0.1014000      0.0960000      0.0987000      0.0984000      0.2139000     BAT
    -85.6320038     -0.1003000      0.1086000     -0.0735000      0.1155000     -0.0196000      0.1135000      0.0622000      0.0861000     -0.1311000      0.2131000     BAT
    -85.5680008      0.1181000      0.1085000     -0.2306000      0.1084000      0.0197000      0.1012000      0.0777000      0.0986000     -0.0152000      0.2086000     BAT
    -85.5039978     -0.1457000      0.1000000     -0.0988000      0.1170000     -0.0720000      0.1042000      0.0950000      0.0959000     -0.2215000      0.2092000     BAT
    -85.4400024      0.1059000      0.1237000     -0.0245000      0.1050000      0.1616000      0.1080000      0.0712000      0.0858000      0.3142000      0.2129000     BAT
    -85.3759995     -0.0300000      0.1053000      0.0543000      0.1020000      0.0531000      0.1006000     -0.0421000      0.0961000      0.0353000      0.2022000     BAT
    -85.3119965     -0.1289000      0.1017000     -0.0303000      0.1151000     -0.1154000      0.1026000     -0.0914000      0.0986000     -0.3660000      0.2094000     BAT
    -85.2480011     -0.0445000      0.1047000     -0.1073000      0.1177000     -0.2065000      0.1098000      0.0287000      0.1008000     -0.3296000      0.2169000     BAT
    -85.1839981     -0.1910000      0.1051000      0.1551000      0.1113000     -0.0427000      0.0969000      0.0879000      0.1032000      0.0092000      0.2085000     BAT
    -85.1200027     -0.1666000      0.1055000     -0.1138000      0.1112000     -0.0598000      0.0993000     -0.0403000      0.0986000     -0.3805000      0.2075000     BAT
    -85.0559998      0.0125000      0.1073000      0.0625000      0.1190000      0.1251000      0.0974000     -0.0729000      0.0868000      0.1272000      0.2066000     BAT
    -84.9919968     -0.0556000      0.1126000      0.0313000      0.1047000      0.0068000      0.1012000      0.1890000      0.0896000      0.1715000      0.2047000     BAT
    -84.9280014      0.0700000      0.1085000      0.0309000      0.1139000      0.0274000      0.1043000     -0.0312000      0.0843000      0.0971000      0.2067000     BAT
    -84.8639984     -0.1816000      0.1019000      0.0003000      0.1085000     -0.0854000      0.0976000     -0.0141000      0.0968000     -0.2808000      0.2026000     BAT
    -84.8000031      0.0549000      0.1028000      0.2097000      0.1112000      0.1169000      0.0983000      0.0853000      0.0803000      0.4668000      0.1976000     BAT
    -84.7360001     -0.0800000      0.0994000      0.1205000      0.1026000      0.1364000      0.0987000     -0.0184000      0.0891000      0.1586000      0.1952000     BAT
    -84.6719971      0.0501000      0.1157000     -0.1277000      0.1179000     -0.0263000      0.0962000      0.0108000      0.0944000     -0.0931000      0.2132000     BAT
    -84.6080017     -0.0967000      0.1156000      0.0575000      0.1145000     -0.0327000      0.1002000     -0.1447000      0.0967000     -0.2167000      0.2141000     BAT
    -84.5439987      0.0825000      0.1136000      0.0117000      0.1123000      0.0188000      0.1121000     -0.0981000      0.0845000      0.0148000      0.2127000     BAT
    -84.4800034     -0.1936000      0.1048000     -0.1284000      0.1138000     -0.0363000      0.1026000     -0.0315000      0.0847000     -0.3899000      0.2040000     BAT
    -84.4160004      0.0502000      0.0989000      0.2102000      0.1160000     -0.0015000      0.0918000     -0.0839000      0.0867000      0.1750000      0.1979000     BAT
    -84.3519974     -0.1799000      0.1102000      0.1310000      0.0994000     -0.0545000      0.1046000      0.0802000      0.1069000     -0.0233000      0.2107000     BAT
    -84.2880020     -0.2019000      0.1152000      0.0351000      0.1130000      0.0460000      0.0935000     -0.0150000      0.0938000     -0.1358000      0.2087000     BAT
